date,net_deposit_flow_pct
2024-11-11,-1.0296
2024-11-12,-0.364
2024-11-13,-0.2248
2024-11-14,0.039
2024-11-15,-0.3743
2024-11-18,-0.4691
2024-11-19,-0.6576
2024-11-20,-0.7163
2024-11-21,-0.3158
2024-11-22,-0.4869
2024-11-25,-0.1254
2024-11-26,0.067
2024-11-27,0.8469
2024-11-28,-0.0913
2024-11-29,0.3049
2024-12-02,0.1319
2024-12-03,0.0669
2024-12-04,-0.5431
2024-12-05,-0.4828
2024-12-06,0.0317
2024-12-09,-0.0155
2024-12-10,0.0239
2024-12-11,-0.1032
2024-12-12,0.4051
2024-12-13,0.2142
2024-12-16,-0.7623
2024-12-17,-0.6961
2024-12-18,-1.1704
2024-12-19,-1.9443
2024-12-20,-1.2814
2024-12-23,-0.1713
2024-12-24,-0.0754
2024-12-25,-0.5105
2024-12-26,-0.657
2024-12-27,0.0909
2024-12-30,0.113
2024-12-31,0.0814
2025-01-01,0.0234
2025-01-02,0.0282
2025-01-03,0.3377
2025-01-06,0.4068
2025-01-07,0.31
2025-01-08,-0.2467
2025-01-09,0.0688
2025-01-10,-0.2359
2025-01-13,0.3078
2025-01-14,-0.3391
2025-01-15,-0.2416
2025-01-16,-0.1358
2025-01-17,-0.6046
2025-01-20,0.3563
2025-01-21,0.7801
2025-01-22,0.2436
2025-01-23,0.4427
2025-01-24,0.3949
2025-01-27,-0.8282
