date,delinquency_rate_change_bps
2024-08-01,0.9258
2024-08-02,0.7438
2024-08-05,0.6664
2024-08-06,-0.195
2024-08-07,0.0704
2024-08-08,-0.0146
2024-08-09,0.1211
2024-08-12,0.2798
2024-08-13,0.0711
2024-08-14,-0.4631
2024-08-15,-0.1767
2024-08-16,-0.332
2024-08-19,-0.3049
2024-08-20,-0.3704
2024-08-21,-0.3321
2024-08-22,-0.8988
2024-08-23,-0.1922
2024-08-26,-0.0431
2024-08-27,0.3067
2024-08-28,0.7841
2024-08-29,0.4929
2024-08-30,-0.2351
2024-09-02,-0.4139
2024-09-03,-0.6187
2024-09-04,-0.5342
2024-09-05,-0.3073
2024-09-06,-0.7912
2024-09-09,-0.3878
2024-09-10,-0.6935
2024-09-11,-0.3408
2024-09-12,-0.2441
2024-09-13,-0.2455
2024-09-16,-0.1741
2024-09-17,-0.2699
2024-09-18,-0.3511
2024-09-19,-0.7225
2024-09-20,-0.4568
2024-09-23,0.2704
2024-09-24,0.7618
2024-09-25,0.8689
2024-09-26,0.7504
2024-09-27,0.2623
2024-09-30,0.5955
2024-10-01,0.3524
2024-10-02,0.1978
2024-10-03,0.0353
2024-10-04,0.0495
2024-10-07,-0.0999
2024-10-08,-0.0871
2024-10-09,-0.3794
2024-10-10,-0.3473
2024-10-11,0.4688
2024-10-14,0.2698
2024-10-15,0.0957
2024-10-16,0.219
2024-10-17,0.3482
2024-10-18,-0.1182
2024-10-21,-0.1354
2024-10-22,0.1915
2024-10-23,0.1997
2024-10-24,0.1604
2024-10-25,0.5656
2024-10-28,0.1474
2024-10-29,0.1162
2024-10-30,-0.084
2024-10-31,0.395
2024-11-01,-0.3406
2024-11-04,-0.4122
2024-11-05,4.0878
2024-11-06,2.3757
2024-11-07,1.672
2024-11-08,1.2185
2024-11-11,1.174
2024-11-12,0.2557
2024-11-13,0.3837
2024-11-14,0.1499
2024-11-15,-0.1068
2024-11-18,0.0957
2024-11-19,-0.2167
2024-11-20,-0.7574
2024-11-21,-0.5807
2024-11-22,-0.8094
2024-11-25,-0.6965
2024-11-26,-0.3203
2024-11-27,-0.105
2024-11-28,0.411
2024-11-29,0.1949
2024-12-02,-0.3392
2024-12-03,-0.4371
2024-12-04,-0.5468
2024-12-05,-0.7044
2024-12-06,-0.3061
2024-12-09,-0.3834
2024-12-10,-0.8309
2024-12-11,-0.3061
2024-12-12,-0.2232
2024-12-13,-0.0313
2024-12-16,0.0123
2024-12-17,0.1971
2024-12-18,0.1336
2024-12-19,0.4537
2024-12-20,0.4088
2024-12-23,0.3711
2024-12-24,0.353
2024-12-25,-0.2181
2024-12-26,-0.1846
2024-12-27,-0.1923
2024-12-30,-0.0569
2024-12-31,-0.4429
2025-01-01,0.2156
2025-01-02,0.165
2025-01-03,-0.2611
2025-01-06,-0.6745
2025-01-07,-0.5026
2025-01-08,-0.3385
2025-01-09,-0.4254
2025-01-10,-0.2361
2025-01-13,-0.3387
2025-01-14,-0.0445
2025-01-15,-0.245
2025-01-16,-0.1634
2025-01-17,0.1923
2025-01-20,0.8907
2025-01-21,0.25
2025-01-22,0.0156
2025-01-23,-0.2423
2025-01-24,0.0851
2025-01-27,-0.2917
2025-01-28,-0.3261
2025-01-29,-0.2111
2025-01-30,-0.4245
2025-01-31,-0.5504
2025-02-03,-0.4839
2025-02-04,-0.9302
2025-02-05,-1.0103
2025-02-06,-0.7503
2025-02-07,-0.4207
2025-02-10,-0.3166
2025-02-11,-0.7285
2025-02-12,-0.5908
2025-02-13,-0.1268
2025-02-14,0.0882
2025-02-17,0.031
2025-02-18,-0.247
2025-02-19,0.0362
2025-02-20,-0.1512
2025-02-21,-0.4445
2025-02-24,-0.5163
2025-02-25,0.1144
2025-02-26,0.137
2025-02-27,0.4327
2025-02-28,0.1245
2025-03-03,0.3586
2025-03-04,0.0419
2025-03-05,-0.0213
2025-03-06,0.7327
2025-03-07,0.6844
2025-03-10,0.274
